,name,rating,reviews,ctype,hq,old,employees
6367,Vibracoustic,4.1,(79 Reviews),Private,"Darmstadt,Hessen + 7 more",10 years old,201-500 Employees (India)
6368,Nilkamal Furnitu...,4.0,(79 Reviews),Public,Mumbai + 35 more,32 years old,1k-5k Employees (India)
6369,Skandhanshi Infr...,4.3,(79 Reviews),Private,"Kurnool,Andhra Pradesh + 5 more",14 years old,501-1k Employees (India)
6370,LetsTransport,3.6,(79 Reviews),"Bangalore,Karnataka + 13 more",7 years old,201-500 Employees (India),
6371,TRACKS AND TOWER...,4.2,(79 Reviews),Hyderabad + 15 more,39 years old,501-1k Employees (India),
6372,UTILITY PROJECTS...,3.8,(79 Reviews),Private,Chennai + 10 more,16 years old,1k-5k Employees (India)
6373,Jayanita Exports,3.0,(79 Reviews),Private,Greater Noida + 4 more,44 years old,51-200 Employees (India)
6374,Brihanmumbai Ele...,4.3,(79 Reviews),Private,Mumbai + 1 more,149 years old,51-200 Employees (India)
6375,Paramount Plaste...,3.9,(79 Reviews),Private,Gwalior + 24 more,9 years old,11-50 Employees (India)
6376,Classboat,4.2,(79 Reviews),Private,"Pune,Maharashtra + 4 more",7 years old,51-200 Employees (Global)
6377,Projects & Devel...,4.0,(79 Reviews),Private,"Noida,Uttar Pradesh + 14 more",71 years old,201-500 Employees (India)
6378,Arunachala Logis...,4.3,(79 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 14 more",22 years old,51-200 Employees (India)
6379,Augustus Healthc...,3.9,(79 Reviews),LLP,Harwood Heights,23 years old,501-1k Employees (Global)
6380,Jharkhand State ...,3.9,(79 Reviews),Ranchi + 12 more,13 years old,1k-5k Employees (Global),
6381,Edward Food Rese...,2.6,(79 Reviews),Private,"Kolkata,West Bengal + 3 more",101 years old,51-200 Employees (India)
6382,K2k Infrastructu...,4.4,(79 Reviews),Private,Bangaluru + 4 more,15 years old,51-200 Employees (India)
6383,Umang Dairies,3.8,(79 Reviews),Public,New Delhi + 9 more,28 years old,201-500 Employees (India)
6384,SIMA Labs,3.7,(79 Reviews),New Delhi + 6 more,34 years old,201-500 Employees (India),
6385,Steril Gene Life...,3.8,(79 Reviews),Chennai + 1 more,15 years old,51-200 Employees (India),
6386,Agriculture Depa...,4.1,(79 Reviews),Hyderabad/Secunderabad + 38 more,,,
6387,Karuna Managemen...,3.1,(79 Reviews),Private,"Kolkata,West Bengal + 8 more",27 years old,51-200 Employees (India)
6388,Tyco Internation...,4.3,(79 Reviews),New Jersey + 16 more,62 years old,50k-1 Lakh Employees (Global),
6389,Mfine,3.8,(79 Reviews),Private,"Bangalore,Karnataka + 4 more",5 years old,201-500 Employees (India)
6390,Uniqlo,3.3,(79 Reviews),Tokyo + 2 more,51-200 Employees (India),,
6391,HYUNDAI TRANSYS ...,3.7,(79 Reviews),Yeongcheon-ro + 5 more,201-500 Employees (India),,
6392,Vyapar,4.5,(79 Reviews),Private,"Bangalore,Karnataka + 1 more",7 years old,201-500 Employees (India)
6393,L&T Minerals & M...,4.2,(79 Reviews),Kolkata + 8 more,1k-5k Employees (India),,
6394,Ok Play,3.9,(79 Reviews),Public,"Delhi/NCR,Delhi + 13 more",29 years old,51-200 Employees (India)
6395,Saraswati Accoun...,4.7,(79 Reviews),Private,"New Delhi,Delhi + 1 more",23 years old,51-200 Employees (India)
6396,Hongkong & Shang...,4.1,(5.7k Reviews),Hyderabad/Secunderabad + 12 more,,,
6397,GEETANJALI HOMES...,4.5,(92 Reviews),Private,Gurgaon + 2 more,9 years old,201-500 Employees (India)
6398,Reliance Broadca...,4.1,(78 Reviews),Public,"Mumbai,Maharashtra + 28 more",17 years old,501-1k Employees (India)
6399,GETIT Infoservic...,2.2,(78 Reviews),Private,"Delhi,NCT + 19 more",36 years old,11-50 Employees (India)
6400,Frontier Busines...,4.0,(78 Reviews),Private,Bangalore + 9 more,28 years old,501-1k Employees (India)
6401,BDO,4.1,(78 Reviews),Public,"Mumbai,Maharashtra + 17 more",59 years old,1k-5k Employees (India)
6402,Acme Formulation,3.5,(78 Reviews),Nalagarh + 4 more,18 years old,501-1k Employees (India),
6403,Toluna,3.9,(78 Reviews),Private,Norwalk + 2 more,22 years old,501-1k Employees (India)
6404,SEW Eurodrive in...,4.5,(78 Reviews),Private,"Vadodara/Baroda,Gujarat + 14 more",25 years old,201-500 Employees (India)
6405,Marche Retail,3.0,(78 Reviews),Private,New Delhi + 2 more,17 years old,51-200 Employees (India)
6406,ECI Telecom,4.3,(78 Reviews),Private,"Petah Tikva,Petah Tikva + 12 more",61 years old,51-200 Employees (India)
6407,Fitkids Educatio...,3.1,(78 Reviews),"Bangalore,Karnataka + 9 more",13 years old,51-200 Employees (India),
6408,Chevrolet,4.4,(78 Reviews),Private,"Detroit,Michigan + 37 more",111 years old,201-500 Employees (India)
6409,Optiemus Electro...,4.1,(78 Reviews),Noida + 4 more,6 years old,1k-5k Employees (India),
6410,Nitor Infotech,4.0,(78 Reviews),Private,Pune,16 years old,501-1k Employees (India)
6411,Cognus Technolog...,2.9,(78 Reviews),Private,"Udaipur,Rajasthan + 3 more",14 years old,201-500 Employees (India)
6412,Metro Shoes,4.4,(78 Reviews),Private,Mumbai + 20 more,75 years old,1k-5k Employees (Global)
6413,Hind Rectifiers,3.3,(78 Reviews),Public,"Mumbai,Maharashtra + 6 more",64 years old,201-500 Employees (India)
6414,Vikram Hospital,3.9,(78 Reviews),Private,"Bangalore,Karnataka + 4 more",13 years old,501-1k Employees (India)
6415,Patni Computer S...,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 12 more",80 years old,51-200 Employees (India)
6416,Paramatrix Techn...,4.3,(78 Reviews),Private,"Mumbai,Maharashtra + 2 more",18 years old,51-200 Employees (India)
6417,John Distillerie...,3.8,(78 Reviews),Private,Bangalore + 11 more,26 years old,1k-5k Employees (India)
6418,Sonovision-Aetos,3.6,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
6419,Citec Engineerin...,3.9,(78 Reviews),"Vaasa,Ostrobothnia + 3 more",38 years old,51-200 Employees (India),
6420,Globe Capital Ma...,3.9,(78 Reviews),Public,"Eastcote,England + 11 more",38 years old,1k-5k Employees (India)
6421,Allana Group of ...,3.9,(78 Reviews),Private,"Mumbai,Maharashtra + 17 more",157 years old,5k-10k Employees (India)
6422,Dolphin Sutures,4.7,(78 Reviews),Private,"Bengaluru,Karnataka + 5 more",28 years old,201-500 Employees (India)
6423,Zicom Electronic...,3.6,(78 Reviews),Public,Mumbai + 11 more,28 years old,201-500 Employees (India)
6424,IIMT Group of Co...,3.2,(78 Reviews),Private,Greater Noida + 8 more,28 years old,51-200 Employees (India)
6425,Sonovision-Aetos,3.6,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India)
6426,Visible Alpha So...,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 3 more",8 years old,501-1k Employees (India)
6427,Shree Technocrat...,3.2,(78 Reviews),New Delhi + 11 more,16 years old,,
6428,Kommineni Infote...,3.0,(78 Reviews),Private,Hyderabad + 22 more,24 years old,1k-5k Employees (Global)
6429,Reventics,4.4,(78 Reviews),Private,"Denver,CO",6 years old,201-500 Employees (India)
6430,Indiafilings,3.0,(78 Reviews),Private,"Chennai,Tamil Nadu + 7 more",9 years old,501-1k Employees (Global)
6431,Intellect Bizwar...,4.5,(78 Reviews),Private,"Navi Mumbai,Maharashtra + 3 more",15 years old,51-200 Employees (India)
6432,Cachet Pharmaceu...,4.1,(78 Reviews),Private,Mumbai + 14 more,44 years old,201-500 Employees (India)
6433,Motorola Mobilit...,3.9,(78 Reviews),Private,"Chicago,Illinois + 19 more",15 years old,1k-5k Employees (India)
6434,Hellmann Worldwi...,4.3,(78 Reviews),Private,"Doral,Niedersachsen + 13 more",151 years old,1k-5k Employees (India)
6435,Lbf Travel,4.3,(78 Reviews),Private,"San Diego,California + 4 more",12 years old,201-500 Employees (India)
6436,Caliber Technolo...,3.9,(78 Reviews),Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,501-1k Employees (India)
6437,Lakshmikumaran &...,3.9,(78 Reviews),Private,New Delhi + 8 more,37 years old,501-1k Employees (India)
6438,SEW Eurodrive in...,4.5,(78 Reviews),Private,"Vadodara/Baroda,Gujarat + 14 more",25 years old,201-500 Employees (India)
6439,Finolex Plasson ...,4.3,(78 Reviews),Private,Pune + 27 more,30 years old,501-1k Employees (India)
6440,Reliance Foundat...,4.4,(78 Reviews),Private,"Nagpur,Maharashtra + 20 more",31 years old,201-500 Employees (India)
6441,Homeocare Intern...,3.7,(78 Reviews),Private,Hyderabad + 16 more,36 years old,11-50 Employees (India)
6442,Bharat BPO Servi...,4.0,(78 Reviews),Private,Noida + 10 more,16 years old,201-500 Employees (India)
6443,Asian Colour Coa...,4.3,(78 Reviews),Private,Gurugram + 8 more,17 years old,51-200 Employees (India)
6444,Patni Computer S...,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 12 more",80 years old,51-200 Employees (India)
6445,Paramatrix Techn...,4.3,(78 Reviews),Private,"Mumbai,Maharashtra + 2 more",18 years old,51-200 Employees (India)
6446,GETIT Infoservic...,2.2,(78 Reviews),Private,"Delhi,NCT + 19 more",36 years old,11-50 Employees (India)
6447,Toluna,3.9,(78 Reviews),Private,Norwalk + 2 more,22 years old,501-1k Employees (India)
6448,Frontier Busines...,4.0,(78 Reviews),Private,Bangalore + 9 more,28 years old,501-1k Employees (India)
6449,Arya Collateral ...,4.5,(78 Reviews),Private,"Noida,Uttar Pradesh + 17 more",40 years old,51-200 Employees (India)
6450,Elite Powertech,3.8,(78 Reviews),Private,Noida + 13 more,10 years old,201-500 Employees (India)
6451,SoCoMo Technolog...,4.0,(78 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 17 more",8 years old,51-200 Employees (India)
6452,Kommineni Infote...,3.0,(78 Reviews),Private,Hyderabad + 22 more,24 years old,1k-5k Employees (Global)
6453,Reventics,4.4,(78 Reviews),Private,"Denver,CO",6 years old,201-500 Employees (India)
6454,Indiafilings,3.0,(78 Reviews),Private,"Chennai,Tamil Nadu + 7 more",9 years old,501-1k Employees (Global)
6455,Allana Group of ...,3.9,(78 Reviews),Private,"Mumbai,Maharashtra + 17 more",157 years old,5k-10k Employees (India)
6456,IIMT Group of Co...,3.2,(78 Reviews),Private,Greater Noida + 8 more,28 years old,51-200 Employees (India)
6457,COSMO Infrasolut...,4.2,(78 Reviews),Jaipur + 11 more,22 years old,501-1k Employees (India),
6458,Nippon Life Indi...,4.2,(78 Reviews),Public,Mumbai + 32 more,27 years old,1k-5k Employees (India)
6459,Flipspaces,3.0,(78 Reviews),Private,"Mumbai,Maharashtra + 9 more",11 years old,51-200 Employees (India)
6460,EPIQ Systems,4.2,(78 Reviews),Private,New York + 1 more,34 years old,501-1k Employees (India)
6461,Cachet Pharmaceu...,4.1,(78 Reviews),Private,Mumbai + 14 more,44 years old,201-500 Employees (India)
6462,Qatar Steel,4.4,(78 Reviews),Private,Doha + 5 more,48 years old,1k-5k Employees (India)
6463,Global Opportuni...,3.5,(78 Reviews),Private,"Delhi/NCR,Delhi + 13 more",21 years old,51-200 Employees (India)
6464,LIXIL,4.0,(78 Reviews),Public,"Koto-ku,Tokyo + 21 more",15 years old,201-500 Employees (India)
6465,Citec Engineerin...,3.9,(78 Reviews),"Vaasa,Ostrobothnia + 3 more",38 years old,51-200 Employees (India),
6466,Dolphin Sutures,4.7,(78 Reviews),Private,"Bengaluru,Karnataka + 5 more",28 years old,201-500 Employees (India)
6467,Globe Capital Ma...,3.9,(78 Reviews),Public,"Eastcote,England + 11 more",38 years old,1k-5k Employees (India)
6468,Ghv India,4.3,(78 Reviews),Private,Mumbai + 15 more,57 years old,201-500 Employees (India)
6469,Zicom Electronic...,3.6,(78 Reviews),Public,Mumbai + 11 more,28 years old,201-500 Employees (India)
6470,Intellect Bizwar...,4.5,(78 Reviews),Private,"Navi Mumbai,Maharashtra + 3 more",15 years old,51-200 Employees (India)
6471,Ind Innovations,3.5,(78 Reviews),Private,"Delhi/NCR,Delhi + 18 more",8 years old,11-50 Employees (India)
6472,WEBSOL ENERGY SY...,3.1,(78 Reviews),Public,Falta + 1 more,32 years old,201-500 Employees (India)
6473,Meghmani Fineche...,4.3,(78 Reviews),Ahmedabad + 2 more,15 years old,501-1k Employees (India),
6474,Renata Precision...,4.0,(78 Reviews),Pune + 1 more,16 years old,501-1k Employees (India),
6475,SPX Flow Technol...,4.3,(78 Reviews),Private,"Charlotte,North Carolina + 6 more",42 years old,51-200 Employees (India)
6476,Programmers.io,4.4,(78 Reviews),LLC,"Jaipur,Rajasthan + 2 more",9 years old,201-500 Employees (India)
6477,Pontika Aerotech,3.8,(78 Reviews),Public,Sirmour + 4 more,5 years old,51-200 Employees (India)
6478,Diraa HR Service...,4.9,(78 Reviews),Coimbatore,16 years old,11-50 Employees (India),
6479,Qdigi Services,4.0,(78 Reviews),Noida + 28 more,51-200 Employees (India),,
6480,Grant Thornton B...,3.8,(78 Reviews),LLP,"New Delhi,Delhi + 13 more",87 years old,1k-5k Employees (India)
6481,CBNITS,4.6,(78 Reviews),Private,"Fremont,California",4 years old,201-500 Employees (India)
6482,Automotive Axles...,3.7,(78 Reviews),Public,Mysore + 4 more,41 years old,1k-5k Employees (India)
6483,Aero Club,3.8,(135 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",95 years old,1k-5k Employees (India)
6484,N+A,3.3,(77 Reviews),Los Angeles + 27 more,50k-1 Lakh Employees (India),,
6485,Siemens PLM Soft...,4.4,(77 Reviews),Private,Plano + 5 more,25 years old,1k-5k Employees (India)
6486,Hughes Communica...,3.8,(77 Reviews),Private,"Gurgaon/Gurugram,Haryana + 14 more",29 years old,501-1k Employees (India)
6487,Ntrust Infotech,3.7,(77 Reviews),Private,"Irvine,California",19 years old,51-200 Employees (India)
6488,Vayam Technologi...,3.4,(77 Reviews),Private,"Delhi/NCR,Delhi + 18 more",22 years old,501-1k Employees (India)
6489,Princeware,3.5,(77 Reviews),Private,Mumbai + 16 more,44 years old,51-200 Employees (India)
6490,Everest Blowers,3.9,(77 Reviews),Private,New Delhi + 4 more,42 years old,201-500 Employees (India)
6491,Gail Gas,4.2,(77 Reviews),Noida + 16 more,14 years old,1k-5k Employees (India),
6492,Gulf Oil Corpora...,4.4,(77 Reviews),Private,Hyderabad + 16 more,61 years old,201-500 Employees (Global)
6493,Maiyas Beverages...,3.3,(77 Reviews),Private,Bengaluru + 10 more,34 years old,201-500 Employees (India)
6494,BSF,4.4,(77 Reviews),Public,New Delhi + 19 more,57 years old,1-10 Employees (India)
6495,Mahanagar Teleph...,4.2,(77 Reviews),Public,New Delhi + 7 more,36 years old,10k-50k Employees (India)
6496,Indus Health Plu...,3.2,(77 Reviews),Private,"Pune,Maharashtra + 12 more",22 years old,201-500 Employees (India)
6497,RMS,3.7,(77 Reviews),Private,"Newark,California + 11 more",34 years old,1-10 Employees (India)
6498,AMW Motors,3.6,(77 Reviews),Private,Mumbai + 20 more,20 years old,1-10 Employees (India)
6499,IMCO Engineering...,4.7,(77 Reviews),Ahmadi + 5 more,52 years old,51-200 Employees (India),
6500,Graphic Era Univ...,4.2,(77 Reviews),Private,Dehradun + 5 more,29 years old,501-1k Employees (India)
6501,Vibrant Screen,4.1,(77 Reviews),Bangalore + 7 more,16 years old,51-200 Employees (India),
6502,MTAR Technologie...,4.5,(77 Reviews),Private,Hyderabad + 2 more,52 years old,501-1k Employees (India)
6503,Betsol,3.9,(77 Reviews),Private,"Broomfield,Colorado + 1 more",20 years old,501-1k Employees (India)
6504,Infodart Technol...,3.4,(77 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",15 years old,201-500 Employees (India)
6505,Opulentus Overse...,3.1,(77 Reviews),Private,Hyderabad + 9 more,21 years old,201-500 Employees (India)
6506,Eben Telecom,3.5,(77 Reviews),Private,Kochi + 4 more,27 years old,501-1k Employees (India)
6507,SNS College of E...,4.8,(77 Reviews),Private,Coimbatore,201-500 Employees (India),
6508,PharmaZell,4.2,(77 Reviews),Private,Raubling,76 years old,501-1k Employees (India)
6509,Ferring Pharmace...,4.2,(77 Reviews),Private,Saint-Prex + 14 more,72 years old,51-200 Employees (India)
6510,Khivraj Motors,4.2,(77 Reviews),Private,"Chennai,Tamil Nadu + 5 more",61 years old,201-500 Employees (Global)
6511,German Remedies,4.4,(77 Reviews),Private,Mumbai + 19 more,73 years old,501-1k Employees (Global)
6512,Ideas2IT Technol...,4.5,(77 Reviews),Private,"Chennai,Tamil Nadu + 3 more",14 years old,201-500 Employees (India)
6513,Gemini Consultin...,3.8,(77 Reviews),Private,"St Louis,Missouri + 7 more",12 years old,201-500 Employees (India)
6514,Satnam Global In...,3.7,(77 Reviews),New Delhi + 13 more,35 years old,51-200 Employees (India),
6515,Kumar Properties,4.1,(77 Reviews),Private,"Pune,Maharashtra + 4 more",56 years old,501-1k Employees (Global)
6516,Gitanjali Gems,3.4,(77 Reviews),Public,"Mumbai,Maharashtra + 13 more",56 years old,501-1k Employees (India)
6517,Saggezza,3.3,(77 Reviews),Private,"Chicago,Illinois + 6 more",17 years old,201-500 Employees (India)
6518,Lince Soft Solut...,4.5,(77 Reviews),Private,Hyderabad + 1 more,13 years old,51-200 Employees (India)
6519,Claas,4.4,(77 Reviews),Private,"Harsewinkel,North Rhine-Westphalia + 7 more",14 years old,201-500 Employees (India)
6520,Creativelipi Web...,3.6,(77 Reviews),Private,"Noida,Uttar Pradesh + 1 more",19 years old,51-200 Employees (India)
6521,SKP Group,3.5,(77 Reviews),Private,Mumbai + 8 more,24 years old,1k-5k Employees (India)
6522,Lotus Footwear E...,4.0,(77 Reviews),Private,Tamil Nadu + 5 more,51 years old,10k-50k Employees (India)
6523,ITC ABD,4.0,(77 Reviews),Kolkata + 28 more,112 years old,51-200 Employees (India),
6524,Chili's Grill & ...,4.1,(77 Reviews),Dallas + 15 more,47 years old,11-50 Employees (India),
6525,Birla Precision ...,3.6,(77 Reviews),Public,Mumbai + 10 more,85 years old,201-500 Employees (India)
6526,FNF India,4.1,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k Employees (India)
6527,Kolors Healthcar...,3.9,(77 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 14 more",18 years old,51-200 Employees (India)
6528,Quality Council ...,3.9,(77 Reviews),Public,"Delhi/NCR,Delhi + 5 more",25 years old,51-200 Employees (India)
6529,VTP GROUP,3.9,(77 Reviews),Private,"Pune,Maharashtra",35 years old,501-1k Employees (India)
6530,Amp Motors,3.7,(77 Reviews),Private,Gurgaon + 7 more,73 years old,201-500 Employees (India)
6531,Mahindra Defence...,4.3,(77 Reviews),Private,Mumbai + 12 more,77 years old,201-500 Employees (India)
6532,Atos Services,4.2,(77 Reviews),Private,Bezons + 8 more,25 years old,1 Lakh+ Employees (India)
6533,Wockhardt Biotec...,4.4,(77 Reviews),Private,Aurangabad + 3 more,18 years old,1k-5k Employees (India)
6534,W Pratiksha Hosp...,4.2,(77 Reviews),Private,"Guwahati,Assam + 3 more",15 years old,201-500 Employees (India)
6535,Dezire Research,4.5,(77 Reviews),Indore,6 years old,51-200 Employees (India),
6536,Taj Lands End Mu...,4.1,(77 Reviews),Mumbai + 1 more,43 years old,501-1k Employees (India),
6537,Jawed Habib Hair...,3.9,(77 Reviews),Public,"Mumbai,Maharashtra + 23 more",16 years old,1k-5k Employees (India)
6538,Falcon Force,4.1,(77 Reviews),Private,Tampa + 3 more,17 years old,51-200 Employees (India)
6539,Jawed Habib Hair...,3.9,(77 Reviews),Public,"Mumbai,Maharashtra + 23 more",16 years old,1k-5k Employees (India)
6540,MAHLE Engine Com...,3.7,(77 Reviews),Private,Stuttgart + 8 more,102 years old,201-500 Employees (India)
6541,W Pratiksha Hosp...,4.2,(77 Reviews),Private,"Guwahati,Assam + 3 more",15 years old,201-500 Employees (India)
6542,Wockhardt Biotec...,4.4,(77 Reviews),Private,Aurangabad + 3 more,18 years old,1k-5k Employees (India)
6543,Atos Services,4.2,(77 Reviews),Private,Bezons + 8 more,25 years old,1 Lakh+ Employees (India)
6544,Mahindra Defence...,4.3,(77 Reviews),Private,Mumbai + 12 more,77 years old,201-500 Employees (India)
6545,InfoVision Labs,4.2,(77 Reviews),Private,"Pune,Maharashtra + 2 more",8 years old,1k-5k Employees (India)
6546,Kumar Properties,4.1,(77 Reviews),Private,"Pune,Maharashtra + 4 more",56 years old,501-1k Employees (Global)
6547,SNS College of E...,4.8,(77 Reviews),Private,Coimbatore,201-500 Employees (India),
6548,Princeware,3.5,(77 Reviews),Private,Mumbai + 16 more,44 years old,51-200 Employees (India)
6549,Varrsana Ispat,3.4,(77 Reviews),Public,New Delhi + 5 more,22 years old,501-1k Employees (India)
6550,Ayesa,4.1,(77 Reviews),Private,"Sevilla,Andalusia + 6 more",10 years old,201-500 Employees (India)
6551,Itc Grand Chola ...,4.8,(77 Reviews),Chennai + 2 more,10 years old,1k-5k Employees (India),
6552,Modern Construct...,3.6,(77 Reviews),New Delhi + 16 more,46 years old,201-500 Employees (India),
6553,Falcon Force,4.1,(77 Reviews),Private,Tampa + 3 more,17 years old,51-200 Employees (India)
6554,FNF India,4.1,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k Employees (India)
6555,Dura-Line,4.4,(77 Reviews),Knoxville + 5 more,51 years old,201-500 Employees (India),
6556,Emblix Solutions,4.6,(77 Reviews),One person company,"Hyderabad/Secunderabad,Telangana",10 years old,51-200 Employees (India)
6557,Vibrant Screen,4.1,(77 Reviews),Bangalore + 7 more,16 years old,51-200 Employees (India),
6558,IMCO Engineering...,4.7,(77 Reviews),Ahmadi + 5 more,52 years old,51-200 Employees (India),
6559,NxtWave,4.8,(77 Reviews),"Hyderabad,Telangana + 3 more",2 years old,501-1k Employees (India),
6560,Theorem Incorpor...,3.8,(77 Reviews),Private,"Chatham,New Jersey + 1 more",20 years old,1k-5k Employees (India)
6561,Payswiff Solutio...,3.7,(77 Reviews),Private,"Hyderabad,Telangana + 11 more",9 years old,201-500 Employees (India)
6562,Tata Digital,3.3,(77 Reviews),Mumbai + 3 more,,,
6563,Srei Infrastruct...,4.4,(400 Reviews),Public,Kolkata + 26 more,37 years old,51-200 Employees (India)
6564,Oneindia BSC,3.6,(76 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",7 years old,51-200 Employees (India)
6565,YuppTV,4.0,(76 Reviews),Private,"Atlanta,Georgia + 1 more",16 years old,201-500 Employees (India)
6566,Viom Networks,4.6,(76 Reviews),Private,Gurgaon + 24 more,12 years old,1k-5k Employees (India)
6567,Zeta,3.3,(76 Reviews),Private,"Bangalore,Karnataka + 9 more",7 years old,501-1k Employees (India)
6568,Rishabh Software,4.2,(76 Reviews),Private,"Vadodara/Baroda,Gujarat",23 years old,501-1k Employees (India)
6569,Pai Internationa...,4.1,(76 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",22 years old,501-1k Employees (India)
6570,MAT Brakes,4.0,(76 Reviews),Private,New Delhi + 5 more,1k-5k Employees (India),
6571,Ven Consulting,3.1,(76 Reviews),Private,Bengaluru + 13 more,12 years old,51-200 Employees (India)
6572,Sugal & Damani,4.0,(76 Reviews),Private,Gurugram + 10 more,33 years old,51-200 Employees (India)
6573,P C CHANDRA JEWE...,4.0,(76 Reviews),Private,Kolkata + 16 more,83 years old,51-200 Employees (India)
6574,Marc Laboratorie...,3.6,(76 Reviews),Public,"Lucknow,Uttar Pradesh + 17 more",36 years old,1k-5k Employees (India)
6575,Intelizign Engin...,4.1,(76 Reviews),Private,"Chennai,Tamil Nadu + 3 more",16 years old,501-1k Employees (India)
6576,Trayee Business ...,3.4,(76 Reviews),Private,"Chennai,Tamil Nadu",19 years old,51-200 Employees (India)
6577,HyFun Foods,4.5,(76 Reviews),Private,Ahmedabad + 8 more,60 years old,51-200 Employees (India)
6578,HM Group,4.5,(76 Reviews),Private,Bengaluru + 3 more,31 years old,51-200 Employees (India)
6579,Zeco Aircon,3.9,(76 Reviews),Public,"Jhajjar,Haryana + 8 more",33 years old,501-1k Employees (India)
6580,The Hindu Group,4.1,(76 Reviews),Public,Chennai + 11 more,144 years old,1k-5k Employees (Global)
6581,Changepond Techn...,3.3,(76 Reviews),Private,"Chennai,Tamil Nadu",22 years old,501-1k Employees (India)
6582,Bafna Motors,3.8,(76 Reviews),Private,"Navi Mumbai,Maharashtra + 11 more",66 years old,201-500 Employees (India)
6583,Hotel Hindusthan...,3.7,(76 Reviews),Private,"Kolkata,West Bengal + 10 more",53 years old,501-1k Employees (Global)
6584,Prometric Testin...,3.1,(76 Reviews),Private,"Baltimore,Maryland + 8 more",32 years old,11-50 Employees (India)
6585,DESIGNCO,3.9,(76 Reviews),Private,"Moradabad,Uttar Pradesh + 4 more",17 years old,51-200 Employees (India)
6586,MosChip Technolo...,4.5,(76 Reviews),Public,Hyderabad + 1 more,23 years old,501-1k Employees (India)
6587,Skets Studio,3.6,(76 Reviews),Private,"New Delhi,Delhi + 2 more",17 years old,201-500 Employees (India)
6588,Optimize IT Syst...,4.0,(76 Reviews),Private,Bidhannagar + 5 more,12 years old,201-500 Employees (India)
6589,Alps Industries,3.7,(76 Reviews),Public,"Ghaziabad,Uttar Pradesh + 8 more",60 years old,201-500 Employees (India)
6590,S. K Enterprises,3.9,(76 Reviews),Private,"Faridabad,Haryana + 24 more",27 years old,11-50 Employees (India)
6591,Choksi Laborator...,3.6,(76 Reviews),Public,"Indore,Madhya Pradesh + 4 more",40 years old,51-200 Employees (India)
6592,GlobeGround Indi...,4.0,(76 Reviews),Private,Bangalore + 6 more,23 years old,51-200 Employees (India)
6593,Mahesh Tutorials,3.4,(76 Reviews),Private,Mumbai + 10 more,34 years old,11-50 Employees (Global)
6594,Contentra Techno...,2.4,(76 Reviews),Private,New Delhi + 2 more,18 years old,501-1k Employees (Global)
6595,Liebherr Applian...,4.3,(76 Reviews),Private,Aurangabad + 9 more,73 years old,51-200 Employees (India)
6596,Bhavani Erectors,3.7,(76 Reviews),Private,Kerala + 15 more,37 years old,201-500 Employees (India)
6597,Eglo India,3.1,(76 Reviews),Private,Pill + 3 more,53 years old,51-200 Employees (India)
6598,ATS Services,3.2,(76 Reviews),Private,"Faridabad,Haryana + 8 more",22 years old,51-200 Employees (India)
6599,KLJ GROUP,4.1,(76 Reviews),Public,New Delhi + 9 more,55 years old,1k-5k Employees (India)
6600,Hansa Direct,3.2,(76 Reviews),Private,Mumbai,14 years old,201-500 Employees (India)
6601,Nalanda Learning...,3.8,(76 Reviews),Private,"Kolkata,West Bengal + 3 more",11 years old,51-200 Employees (India)
6602,Coldex Logistics,3.4,(76 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",17 years old,51-200 Employees (India)
6603,Gadgetwood Eserv...,4.1,(76 Reviews),Private,"Delhi,NCT + 8 more",9 years old,51-200 Employees (India)
6604,Dhanlaxmi Bank,3.7,(76 Reviews),Public,"Thrissur/Trichur,Kerala + 22 more",95 years old,1k-5k Employees (India)
6605,Expedien eSoluti...,3.7,(76 Reviews),Public,"Noida,Uttar Pradesh + 7 more",19 years old,51-200 Employees (India)
6606,Firepro Systems,3.8,(76 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",30 years old,1k-5k Employees (India)
6607,Wellknown Polyes...,3.9,(76 Reviews),Public,"Mumbai,Maharashtra + 5 more",26 years old,1k-5k Employees (India)
6608,Kingfisher Airli...,4.0,(76 Reviews),Public,"Mumbai,Maharashtra + 19 more",19 years old,1k-5k Employees (India)
